sentence,entities,finishment,api_result
China 's Health Minister Gao Qiang said at a nationwide health meeting Saturday that most hospital staff members are doing a good job .,"[['China', (13947, 13947), 'org'], ['Health Minister Gao Qiang', (13949, 13952), 'per'], ['Saturday', (13959, 13959), 'tim']]",0,"[['China', (13947, 13947), 'org'], ['Health Minister Gao Qiang', (13949, 13952), 'per'], ['Saturday', (13959, 13959), 'tim']]"
But he says those who become corrupt will be punished without mercy .,[],0,[]
A vault built to safeguard seed samples of the world 's important food crops has opened in the remote Norwegian archipelago of Svalbard .,"[['Norwegian', (14003, 14003), 'gpe'], ['Svalbard', (14006, 14006), 'geo']]",0,"[['Norwegian', (14003, 14003), 'gpe'], ['Svalbard', (14006, 14006), 'geo']]"
"Norway 's Prime Minister Jens Stoltenberg and Nobel-Prize winning environmentalist Wangari Maathai on Tuesday placed the first seeds inside the vault , built in caverns 130 meters inside a frozen mountain .","[['Norway', (14008, 14008), 'gpe'], ['Jens Stoltenberg', (14012, 14013), 'per'], ['Nobel-Prize', (14015, 14015), 'art'], ['Wangari Maathai', (14018, 14019), 'per'], ['Tuesday', (14021, 14021), 'tim']]",0,"[['Norway', (14008, 14008), 'gpe'], ['Jens Stoltenberg', (14012, 14013), 'per'], ['Nobel-Prize', (14015, 14015), 'art'], ['Wangari Maathai', (14018, 14019), 'per'], ['Tuesday', (14021, 14021), 'tim']]"
"The repository is designed to shield plant seeds and preserve crop diversity in the event of disaster such as climate change , epidemic or nuclear war .",[],0,[]
The vault has the capacity to store 4.5 million seed samples .,[],0,[]
The Norwegian government spent $ 9 million to build the vault .,"[['Norwegian', (14080, 14080), 'gpe'], ['9', (14084, 14084), 'tim']]",0,"[['Norwegian', (14080, 14080), 'gpe'], ['9', (14084, 14084), 'tim']]"
Other countries can deposit seeds without charge and reserve the right to withdraw them upon need .,[],0,[]
More than two dozen Iraqi civilians and policemen have been killed in a wave of bombings Wednesday in Baghdad and parts of central and northern Iraq meant to intimidate voters less than two weeks ahead of national elections .,"[['Iraqi', (14112, 14112), 'gpe'], ['Wednesday', (14124, 14124), 'tim'], ['Baghdad', (14126, 14126), 'geo'], ['Iraq', (14133, 14133), 'geo']]",0,"[['Iraqi', (14112, 14112), 'gpe'], ['Wednesday', (14124, 14124), 'tim'], ['Baghdad', (14126, 14126), 'geo'], ['Iraq', (14133, 14133), 'geo']]"
Five bomb attacks were carried out in Baghdad .,"[['Baghdad', (14154, 14154), 'geo']]",0,"[['Baghdad', (14154, 14154), 'geo']]"
"Wanted terrorist Abu Musab al-Zarqawi 's group ( al-Qaida in Iraq ) claimed responsibility for four of them , including one outside the Australian embassy .","[['Abu Musab', (14158, 14159), 'org'], ['al-Zarqawi', (14160, 14160), 'per'], ['al-Qaida', (14164, 14164), 'org'], ['Iraq', (14166, 14166), 'geo'], ['Australian', (14179, 14179), 'gpe']]",0,"[['Abu Musab', (14158, 14159), 'org'], ['al-Zarqawi', (14160, 14160), 'per'], ['al-Qaida', (14164, 14164), 'org'], ['Iraq', (14166, 14166), 'geo'], ['Australian', (14179, 14179), 'gpe']]"
The U.S. military reported at least 26 people were killed and many others wounded in those blasts .,"[['U.S.', (14183, 14183), 'geo']]",0,"[['U.S.', (14183, 14183), 'geo']]"
"North of the capital , in Kirkuk , police say a human rights activist and a relative were killed , while in Irbil , a bomb targeted the convoy of the police academy chief , killing a bystander .","[['North', (14200, 14200), 'geo'], ['Kirkuk', (14206, 14206), 'geo'], ['Irbil', (14222, 14222), 'geo']]",0,"[['North', (14200, 14200), 'geo'], ['Kirkuk', (14206, 14206), 'geo'], ['Irbil', (14222, 14222), 'geo']]"
"And in Dohuk , the provincial governor escaped injury when a bomb hit his convoy .","[['Dohuk', (14241, 14241), 'geo']]",0,"[['Dohuk', (14241, 14241), 'geo']]"
"A policeman was also killed in a car bombing south of Baghdad , near Hilla .","[['Baghdad', (14266, 14266), 'geo'], ['Hilla', (14269, 14269), 'geo']]",0,"[['Baghdad', (14266, 14266), 'geo'], ['Hilla', (14269, 14269), 'geo']]"
"An Israeli airstrike in the Gaza Strip has killed a top Islamic Jihad commander and at least six other people , a day after an Islamic Jihad suicide bomber killed five people in central Israel .","[['Israeli', (14272, 14272), 'gpe'], ['Gaza Strip', (14276, 14277), 'geo'], ['Islamic Jihad', (14282, 14283), 'geo'], ['Islamic Jihad', (14296, 14297), 'org'], ['Israel', (14305, 14305), 'geo']]",0,"[['Israeli', (14272, 14272), 'gpe'], ['Gaza Strip', (14276, 14277), 'geo'], ['Islamic Jihad', (14282, 14283), 'geo'], ['Islamic Jihad', (14296, 14297), 'org'], ['Israel', (14305, 14305), 'geo']]"
"The Israeli military confirmed the Thursday evening helicopter strike near the Jabaliya refugee camp , saying it targeted an Islamic Jihad militant .","[['Israeli', (14308, 14308), 'gpe'], ['Thursday', (14312, 14312), 'tim'], ['Jabaliya', (14318, 14318), 'geo'], ['Islamic Jihad', (14326, 14327), 'geo']]",0,"[['Israeli', (14308, 14308), 'gpe'], ['Thursday', (14312, 14312), 'tim'], ['Jabaliya', (14318, 14318), 'geo'], ['Islamic Jihad', (14326, 14327), 'geo']]"
"Palestinians identified him as Shahdi Mohanna , the Islamic Jihad commander for the northern Gaza Strip .","[['Palestinians', (14330, 14330), 'gpe'], ['Shahdi Mohanna', (14334, 14335), 'geo'], ['Islamic Jihad', (14338, 14339), 'geo'], ['Gaza Strip', (14344, 14345), 'geo']]",0,"[['Palestinians', (14330, 14330), 'gpe'], ['Shahdi Mohanna', (14334, 14335), 'geo'], ['Islamic Jihad', (14338, 14339), 'geo'], ['Gaza Strip', (14344, 14345), 'geo']]"
"They said three other Islamic Jihad activists and three civilians were also among the dead , and at least 15 people were wounded .","[['Islamic Jihad', (14351, 14352), 'geo']]",0,"[['Islamic Jihad', (14351, 14352), 'geo']]"
"Earlier Thursday , Israeli Prime Minister Ariel Sharon announced an offensive he said would not stop until the Palestinian Authority moves decisively to stop militant attacks .","[['Thursday', (14372, 14372), 'tim'], ['Israeli', (14374, 14374), 'gpe'], ['Prime Minister Ariel Sharon', (14375, 14378), 'per'], ['Palestinian', (14389, 14389), 'gpe']]",0,"[['Thursday', (14372, 14372), 'tim'], ['Israeli', (14374, 14374), 'gpe'], ['Prime Minister Ariel Sharon', (14375, 14378), 'per'], ['Palestinian', (14389, 14389), 'gpe']]"
He also said he will not hold talks with Palestinian leader Mahmoud Abbas until the attacks stop .,"[['Palestinian', (14407, 14407), 'gpe'], ['Mahmoud Abbas', (14409, 14410), 'per']]",0,"[['Palestinian', (14407, 14407), 'gpe'], ['Mahmoud Abbas', (14409, 14410), 'per']]"
A draft peace proposal under consideration by the Afghan government could offer Taliban leaders exile overseas if they agree to stop fighting .,"[['Afghan', (14424, 14424), 'gpe'], ['Taliban', (14428, 14428), 'org']]",0,"[['Afghan', (14424, 14424), 'gpe'], ['Taliban', (14428, 14428), 'org']]"
"The draft plan , seen by reporters for British news organizations Reuters and the Guardian newspaper , also calls for "" de-radicalization "" classes for insurgents and thousands of new jobs to be created for militants who renounce violence .","[['British', (14447, 14447), 'gpe'], ['Reuters', (14450, 14450), 'org'], ['Guardian', (14453, 14453), 'org']]",0,"[['British', (14447, 14447), 'gpe'], ['Reuters', (14450, 14450), 'org'], ['Guardian', (14453, 14453), 'org']]"
"The proposal comes weeks before a grand council of Afghans , known as a jirga , meets in Kabul on May 29 to discuss how to make peace with the insurgents .","[['Afghans', (14488, 14488), 'gpe'], ['Kabul', (14497, 14497), 'geo'], ['May 29', (14499, 14500), 'tim']]",0,"[['Afghans', (14488, 14488), 'gpe'], ['Kabul', (14497, 14497), 'geo'], ['May 29', (14499, 14500), 'tim']]"
Possible peace talks will be a key issue discussed when Afghan President Hamid Karzai meets with U.S. President Barack Obama in Washington this week .,"[['Afghan', (14521, 14521), 'gpe'], ['President Hamid Karzai', (14522, 14524), 'per'], ['U.S.', (14527, 14527), 'gpe'], ['Barack Obama', (14529, 14530), 'per'], ['Washington', (14532, 14532), 'geo']]",0,"[['Afghan', (14521, 14521), 'gpe'], ['President Hamid Karzai', (14522, 14524), 'per'], ['U.S.', (14527, 14527), 'gpe'], ['Barack Obama', (14529, 14530), 'per'], ['Washington', (14532, 14532), 'geo']]"
Russia has ordered its fleet of Su-24 bombers grounded after one of the planes crashed during a training mission .,"[['Russia', (14536, 14536), 'geo'], ['Su-24', (14542, 14542), 'art']]",0,"[['Russia', (14536, 14536), 'geo'], ['Su-24', (14542, 14542), 'art']]"
Air force officials said Thursday that a technical problem caused the early morning accident in the Far East Khabarovsk territory .,"[['Air force', (14556, 14557), 'org'], ['Thursday', (14560, 14560), 'tim'], ['Far East Khabarovsk', (14572, 14574), 'geo']]",0,"[['Air force', (14556, 14557), 'org'], ['Thursday', (14560, 14560), 'tim'], ['Far East Khabarovsk', (14572, 14574), 'geo']]"
They said preliminary investigation indicates that a technical problem rather than pilot error cause the crash .,[],0,[]
Russian news media say rescue helicopters found the wreckage more than a 100 kilometers away from the airfield .,"[['Russian', (14594, 14594), 'gpe']]",0,"[['Russian', (14594, 14594), 'gpe']]"
The two pilots had ejected safely before the crash and were taken to a military hospital for a medical examination .,[],0,[]
Reports say there was no damage on the ground .,[],0,[]
The bomber flights are to remain suspended until investigators establish the cause of the crash .,[],0,[]
"Pro-Russian demonstrators in Crimea have protested against the arrival of a U.S. naval frigate in Sevastopol , the Ukrainian port where Russia 's Black Sea fleet is based .","[['Crimea', (14663, 14663), 'geo'], ['U.S.', (14671, 14671), 'org'], ['Sevastopol', (14675, 14675), 'geo'], ['Ukrainian', (14678, 14678), 'gpe'], ['Russia', (14681, 14681), 'org']]",0,"[['Crimea', (14663, 14663), 'geo'], ['U.S.', (14671, 14671), 'org'], ['Sevastopol', (14675, 14675), 'geo'], ['Ukrainian', (14678, 14678), 'gpe'], ['Russia', (14681, 14681), 'org']]"
"News-agency reports from Sevastopol say the demonstrators shouted "" NATO out "" and "" Yankee go home "" during their protest Wednesday .","[['Sevastopol', (14692, 14692), 'geo'], ['NATO', (14698, 14698), 'org'], ['Wednesday', (14710, 14710), 'tim']]",0,"[['Sevastopol', (14692, 14692), 'geo'], ['NATO', (14698, 14698), 'org'], ['Wednesday', (14710, 14710), 'tim']]"
Ukraine 's navy says the U.S. naval vessel is on a friendly visit to the Black Sea and is not taking part in any military exercises .,"[['Ukraine', (14712, 14712), 'geo'], ['U.S.', (14717, 14717), 'org'], ['Black Sea', (14727, 14728), 'org']]",0,"[['Ukraine', (14712, 14712), 'geo'], ['U.S.', (14717, 14717), 'org'], ['Black Sea', (14727, 14728), 'org']]"
Sevastopol 's naval base dates back to Soviet times .,"[['Sevastopol', (14739, 14739), 'geo']]",0,"[['Sevastopol', (14739, 14739), 'geo']]"
"Through a lease agreement with Ukraine , Russia will operate the facility until 2017 .","[['Ukraine', (14754, 14754), 'org'], ['Russia', (14756, 14756), 'org'], ['2017', (14762, 14762), 'tim']]",0,"[['Ukraine', (14754, 14754), 'org'], ['Russia', (14756, 14756), 'org'], ['2017', (14762, 14762), 'tim']]"
"Ukraine 's campaign to win NATO membership has been strongly opposed by Moscow , which says it will not accept any further expansion of the western alliance on Russia 's borders .","[['Ukraine', (14764, 14764), 'geo'], ['NATO', (14769, 14769), 'org'], ['Moscow', (14776, 14776), 'org'], ['Russia', (14792, 14792), 'geo']]",0,"[['Ukraine', (14764, 14764), 'geo'], ['NATO', (14769, 14769), 'org'], ['Moscow', (14776, 14776), 'org'], ['Russia', (14792, 14792), 'geo']]"
Egypt 's largest opposition group defied authorities and held anti-government protests in Cairo Sunday .,"[['Egypt', (14796, 14796), 'gpe'], ['Cairo', (14808, 14808), 'geo'], ['Sunday', (14809, 14809), 'tim']]",0,"[['Egypt', (14796, 14796), 'gpe'], ['Cairo', (14808, 14808), 'geo'], ['Sunday', (14809, 14809), 'tim']]"
Several thousand riot police prevented the Muslim Brotherhood from holding a rally outside the Egyptian parliament as planned .,"[['Muslim Brotherhood', (14817, 14818), 'org'], ['Egyptian', (14825, 14825), 'gpe']]",0,"[['Muslim Brotherhood', (14817, 14818), 'org'], ['Egyptian', (14825, 14825), 'gpe']]"
"Instead , members of the group gathered in front of a Cairo mosque , shouting demands for political reforms .","[['Cairo', (14841, 14841), 'geo']]",0,"[['Cairo', (14841, 14841), 'geo']]"
Authorities say they arrested at least 50 protesters .,[],0,[]
"Estimates of the crowd range from several hundred to 3,000 .",[],0,[]
Smaller protests took place at two other Cairo locations .,"[['Cairo', (14877, 14877), 'geo']]",0,"[['Cairo', (14877, 14877), 'geo']]"
Egyptian authorities had arrested another 50 Brotherhood members before the protests .,"[['Egyptian', (14880, 14880), 'gpe'], ['Brotherhood', (14886, 14886), 'org']]",0,"[['Egyptian', (14880, 14880), 'gpe'], ['Brotherhood', (14886, 14886), 'org']]"
The Muslim Brotherhood calls for replacing Egypt 's secular government with an Islamic state .,"[['Muslim Brotherhood', (14893, 14894), 'org'], ['Egypt', (14898, 14898), 'org']]",0,"[['Muslim Brotherhood', (14893, 14894), 'org'], ['Egypt', (14898, 14898), 'org']]"
"The group was formally banned in 1954 , but its members , running in elections as independents , hold enough seats to make the Brotherhood the largest opposition group in Egypt 's parliament .","[['1954', (14913, 14913), 'tim'], ['Brotherhood', (14931, 14931), 'geo'], ['Egypt', (14937, 14937), 'geo']]",0,"[['1954', (14913, 14913), 'tim'], ['Brotherhood', (14931, 14931), 'geo'], ['Egypt', (14937, 14937), 'geo']]"
Russia says it is commissioning its first unit of new mobile intercontinental ballistic missiles .,"[['Russia', (14941, 14941), 'geo']]",0,"[['Russia', (14941, 14941), 'geo']]"
Monday told Russian television the new version of the Topol-M missile is capable of penetrating multi-layered missile defense systems .,"[['Monday', (14956, 14956), 'tim'], ['Russian', (14958, 14958), 'gpe'], ['Topol-M', (14965, 14965), 'art']]",0,"[['Monday', (14956, 14956), 'tim'], ['Russian', (14958, 14958), 'gpe'], ['Topol-M', (14965, 14965), 'art']]"
Ivanov said the missiles will form the core of Russia 's strategic missile forces .,"[['Ivanov', (14976, 14976), 'per'], ['Russia', (14985, 14985), 'org']]",0,"[['Ivanov', (14976, 14976), 'per'], ['Russia', (14985, 14985), 'org']]"
He called them a new generation of the stationary Topol system already in service .,"[['Topol', (15000, 15000), 'art']]",0,"[['Topol', (15000, 15000), 'art']]"
Western analysts say Topol missiles were first deployed in Russian silos in the late 1990s .,"[['Topol', (15009, 15009), 'art'], ['Russian', (15015, 15015), 'gpe'], ['1990s', (15020, 15020), 'tim']]",0,"[['Topol', (15009, 15009), 'art'], ['Russian', (15015, 15015), 'gpe'], ['1990s', (15020, 15020), 'tim']]"
"The new missiles reportedly can carry a 1,200 kilogram payload and have an estimated range of about 10,000 kilometers .",[],0,[]
They are said to maneuver in ways that are difficult to detect .,[],0,[]
