Sentence,Original_Entity,Predicted_Entity
The international portion of the Olympic torch relay was marred in some cities earlier this year by protests against China 's rule in Tibet .,"['China', (19306, 19306), 'ORG']","['China', 117, 'GPE']"
The international portion of the Olympic torch relay was marred in some cities earlier this year by protests against China 's rule in Tibet .,"['Tibet', (19310, 19310), 'LOC']","['Tibet', 134, 'GPE']"
Violence has risen in Afghanistan as militants have made a comeback after their initial defeat following the U.S.-led invasion in 2001 .,"['Afghanistan', (191015, 191015), 'LOC']","['Afghanistan', 22, 'GPE']"
Economists track consumer spending and their views of the economy because consumer demand drives two-thirds of U.S. economic activity .,"['U.S.', (106329, 106329), 'LOC']","['U.S.', 111, 'GPE']"
The U.S. dollar hit record lows against the euro Tuesday .,"['U.S.', (138625, 138625), 'LOC']","['U.S.', 4, 'GPE']"
NATO has expressed concern at the recent government crackdown in Uzbekistan and warned Tashkent that its ties with the alliance depended on its commitment to basic human rights .,"['Uzbekistan', (201144, 201144), 'LOC']","['Uzbekistan', 65, 'GPE']"
"The US-Central American-Dominican Republic Free Trade Agreement ( CAFTA-DR ) entered into force on 1 January 2009 , after significant delays within the Costa Rican legislature .","['CAFTA-DR', (154103, 154103), 'WORK_OF_ART']","['CAFTA-DR', 66, 'LAW']"
"The US-Central American-Dominican Republic Free Trade Agreement ( CAFTA-DR ) entered into force on 1 January 2009 , after significant delays within the Costa Rican legislature .","['Costa Rican', (154118, 154119), 'ORG']","['Costa Rican', 152, 'NORP']"
"A coalition of Sunni organizations said Wednesday they want to increase their current special allotment of 13 seats to 25 , strengthening their voice on a key committee that could have a total of some 75 seats .","['Sunni', (27049, 27049), 'ORG']","['Sunni', 15, 'NORP']"
"Large numbers of African slaves were imported to work the coffee and sugar plantations , and Havana became the launching point for the annual treasure fleets bound for Spain from Mexico and Peru .","['African', (70000, 70000), 'GPE']","['African', 17, 'NORP']"
"Large numbers of African slaves were imported to work the coffee and sugar plantations , and Havana became the launching point for the annual treasure fleets bound for Spain from Mexico and Peru .","['Havana', (70013, 70013), 'LOC']","['Havana', 93, 'GPE']"
"Large numbers of African slaves were imported to work the coffee and sugar plantations , and Havana became the launching point for the annual treasure fleets bound for Spain from Mexico and Peru .","['Mexico', (70027, 70027), 'LOC']","['Mexico', 179, 'GPE']"
"Large numbers of African slaves were imported to work the coffee and sugar plantations , and Havana became the launching point for the annual treasure fleets bound for Spain from Mexico and Peru .","['Peru', (70029, 70029), 'LOC']","['Peru', 190, 'GPE']"
"Muslims also demonstrated Friday in cities across the Middle East as well as in India , Pakistan , Afghanistan , Bangladesh , Malaysia , and Venezuela .","['India', (8969, 8969), 'LOC']","['India', 80, 'GPE']"
"Muslims also demonstrated Friday in cities across the Middle East as well as in India , Pakistan , Afghanistan , Bangladesh , Malaysia , and Venezuela .","['Pakistan', (8971, 8971), 'LOC']","['Pakistan', 88, 'GPE']"
"Muslims also demonstrated Friday in cities across the Middle East as well as in India , Pakistan , Afghanistan , Bangladesh , Malaysia , and Venezuela .","['Afghanistan', (8973, 8973), 'LOC']","['Afghanistan', 99, 'GPE']"
"Muslims also demonstrated Friday in cities across the Middle East as well as in India , Pakistan , Afghanistan , Bangladesh , Malaysia , and Venezuela .","['Bangladesh', (8975, 8975), 'LOC']","['Bangladesh', 113, 'GPE']"
"Muslims also demonstrated Friday in cities across the Middle East as well as in India , Pakistan , Afghanistan , Bangladesh , Malaysia , and Venezuela .","['Malaysia', (8977, 8977), 'LOC']","['Malaysia', 126, 'GPE']"
"Muslims also demonstrated Friday in cities across the Middle East as well as in India , Pakistan , Afghanistan , Bangladesh , Malaysia , and Venezuela .","['Venezuela', (8980, 8980), 'LOC']","['Venezuela', 141, 'GPE']"
"A navy spokesman said the five men were detained late Wednesday off the island 's northern coast , an area under Tamil Tiger rebel control , and were handed over to police .","['Tamil Tiger', (50784, 50785), 'LOC']","['Tamil Tiger', 113, 'ORG']"
It has already disrupted the normal flow of fresh water to millions of Chinese who live near the river .,"['Chinese', (137594, 137594), 'GPE']","['Chinese', 71, 'NORP']"
"Last April seven Chinese construction workers from Fujian province were kidnapped in Fallujah , but later released unharmed .","['Chinese', (180902, 180902), 'GPE']","['Chinese', 17, 'NORP']"
"Last April seven Chinese construction workers from Fujian province were kidnapped in Fallujah , but later released unharmed .","['Fallujah', (180911, 180911), 'LOC']","['Fallujah', 85, 'GPE']"
"The last time a sport was eliminated from the Olympics was in 1936 , when water polo was removed .","['Olympics', (145738, 145738), 'LOC']","['Olympics', 46, 'EVENT']"
"The British Broadcasting Corporation ( BBC ) says unidentified gunmen shot and wounded one of its journalists in the Somali capital , Mogadishu .","['Somali', (46570, 46570), 'GPE']","['Somali', 117, 'NORP']"
"The British Broadcasting Corporation ( BBC ) says unidentified gunmen shot and wounded one of its journalists in the Somali capital , Mogadishu .","['Mogadishu', (46573, 46573), 'LOC']","['Mogadishu', 134, 'GPE']"
"Gunmen attacked a truck stop just outside of the Pakistani capital Wednesday , killing seven people and torching a convoy of tankers and trucks bound for NATO forces in Afghanistan .","['Pakistani', (117509, 117509), 'GPE']","['Pakistani', 49, 'NORP']"
"Gunmen attacked a truck stop just outside of the Pakistani capital Wednesday , killing seven people and torching a convoy of tankers and trucks bound for NATO forces in Afghanistan .","['Afghanistan', (117529, 117529), 'LOC']","['Afghanistan', 169, 'GPE']"
"In the closing days of the Beijing Olympics , China showcased a new production of an old propaganda opera that presents an image of Sino-Tibetan harmony .","['China', (182182, 182182), 'LOC']","['China', 46, 'GPE']"
Mr. Aguilar Zinser was a vocal opponent of the U.S.-led invasion of Iraq during his tenure at the UN . Mexican President Vicente Fox removed Mr. Aguilar Zinser from the UN post after he accused the United States of treating Mexico with disdain .,"['Iraq', (130240, 130240), 'LOC']","['Iraq', 68, 'GPE']"
Mr. Aguilar Zinser was a vocal opponent of the U.S.-led invasion of Iraq during his tenure at the UN . Mexican President Vicente Fox removed Mr. Aguilar Zinser from the UN post after he accused the United States of treating Mexico with disdain .,"['Mexican', (130248, 130248), 'GPE']","['Mexican', 103, 'NORP']"
Mr. Aguilar Zinser was a vocal opponent of the U.S.-led invasion of Iraq during his tenure at the UN . Mexican President Vicente Fox removed Mr. Aguilar Zinser from the UN post after he accused the United States of treating Mexico with disdain .,"['Mexico', (130268, 130268), 'LOC']","['Mexico', 224, 'GPE']"
Iraq 's foreign minister says Syria is refusing to stop insurgents and foreign fighters from entering Iraq .,"['Iraq', (38645, 38645), 'LOC']","['Iraq', 0, 'GPE']"
Iraq 's foreign minister says Syria is refusing to stop insurgents and foreign fighters from entering Iraq .,"['Syria', (38650, 38650), 'LOC']","['Syria', 30, 'GPE']"
Iraq 's foreign minister says Syria is refusing to stop insurgents and foreign fighters from entering Iraq .,"['Iraq', (38661, 38661), 'LOC']","['Iraq', 0, 'GPE']"
"Jamaica 's onerous public debt burden - the fourth highest in the world on a per capita basis - is the result of government bailouts to ailing sectors of the economy , most notably to the financial sector in the mid-to-late 1990s .","['Jamaica', (114495, 114495), 'LOC']","['Jamaica', 0, 'GPE']"
"The DPRK demonized the US as the ultimate threat to its social system through state-funded propaganda , and molded political , economic , and military policies around the core ideological objective of eventual unification of Korea under Pyongyang 's control .","['DPRK', (70578, 70578), 'ORG']","['DPRK', 4, 'GPE']"
"The DPRK demonized the US as the ultimate threat to its social system through state-funded propaganda , and molded political , economic , and military policies around the core ideological objective of eventual unification of Korea under Pyongyang 's control .","['US', (70581, 70581), 'LOC']","['US', 23, 'GPE']"
"The DPRK demonized the US as the ultimate threat to its social system through state-funded propaganda , and molded political , economic , and military policies around the core ideological objective of eventual unification of Korea under Pyongyang 's control .","['Korea', (70612, 70612), 'LOC']","['Korea', 225, 'GPE']"
"The DPRK demonized the US as the ultimate threat to its social system through state-funded propaganda , and molded political , economic , and military policies around the core ideological objective of eventual unification of Korea under Pyongyang 's control .","['Pyongyang', (70614, 70614), 'PERSON']","['Pyongyang', 237, 'GPE']"
"Witnesses said the men belonged to the militant group Islamic Jihad , adding the attack Monday seriously wounded a third militant traveling with them .","['Islamic Jihad', (155466, 155467), 'PERSON']","['Islamic Jihad', 54, 'ORG']"
Staff from Arabic television station al-Jazeera protested Thursday around the Middle East in the wake of a British news report that alleged President Bush considered bombing the channel 's headquarters last year .,"['British', (105131, 105131), 'GPE']","['British', 107, 'NORP']"
Officials also said Burma will waive a 10 percent government transaction fee for all international humanitarian agencies .,"['Burma', (163785, 163785), 'LOC']","['Burma', 20, 'GPE']"
"Typhoon Damrey , now a tropical storm , pounded northern and eastern Vietnam Tuesday , killing at least one person , injuring several others and causing widespread damage .","['Vietnam', (172448, 172448), 'LOC']","['Vietnam', 69, 'GPE']"
"In other developments , the Palestinian Authority says it will close its side of the Gaza-Egyptian border this evening , to stop surging crowds of Palestinians from crossing into Egypt .","['Palestinians', (148199, 148199), 'GPE']","['Palestinians', 147, 'NORP']"
"In other developments , the Palestinian Authority says it will close its side of the Gaza-Egyptian border this evening , to stop surging crowds of Palestinians from crossing into Egypt .","['Egypt', (148203, 148203), 'LOC']","['Egypt', 179, 'GPE']"
Ukraine was under Soviet leadership at the time of the famine in 1932 - 33 .,"['Ukraine', (186989, 186989), 'LOC']","['Ukraine', 0, 'GPE']"
"Police in Mexico say a group of armed men raided a drug rehabilitation facility and opened fire , killing 19 people and wounding several others .","['Mexico', (177549, 177549), 'LOC']","['Mexico', 10, 'GPE']"
Turkish military officials say a total of 33 PKK fighters were killed during a five-day offensive that ended last week .,"['Turkish', (180597, 180597), 'GPE']","['Turkish', 0, 'NORP']"
Officials in Iraq say at least 10 Iraqis have been killed and several others wounded in separate insurgent attacks across the country .,"['Iraq', (186655, 186655), 'LOC']","['Iraq', 13, 'GPE']"
Officials in Iraq say at least 10 Iraqis have been killed and several others wounded in separate insurgent attacks across the country .,"['Iraqis', (186660, 186660), 'GPE']","['Iraqis', 34, 'NORP']"
"The dollar has been battered by a series of problems , including continuing gloom in the key U.S. housing sector , and the slowing U.S. economy .","['U.S.', (138666, 138666), 'LOC']","['U.S.', 93, 'GPE']"
"The dollar has been battered by a series of problems , including continuing gloom in the key U.S. housing sector , and the slowing U.S. economy .","['U.S.', (138673, 138673), 'LOC']","['U.S.', 93, 'GPE']"
Chinese state-run media report Thai Prime Minister Thaksin Shinawatra and Lao Prime Minister Bounnyang Vorachit also attended the ceremony .,"['Chinese', (77739, 77739), 'GPE']","['Chinese', 0, 'NORP']"
Chinese state-run media report Thai Prime Minister Thaksin Shinawatra and Lao Prime Minister Bounnyang Vorachit also attended the ceremony .,"['Thai', (77743, 77743), 'GPE']","['Thai', 31, 'NORP']"
